,CachoVerdeHa,CachoVerdeHa_1,CachoMaduroHa,CachoMaduroHa_1,ProducaoTon,AnteseHa_4,AnteseHa_5,AnteseHa_6,Fator 1,Fator 2,Rank
0,392.4393580780068,747.4877518219731,112.457841274731,90.29974443206277,57.36525345532995,9.300649013738578,6.808988895350503,5.803541618294837,1.3961268842778731,-0.02686224035730986,1.0602850156226187
1,310.4557357393778,392.4393580780068,90.92668631292317,112.457841274731,54.78632684837545,11.71014169998785,9.300649013738578,6.808988895350503,1.3778774493399255,-1.0486388981677603,0.7794538526457332
2,255.374775672901,310.4557357393778,49.14335134277959,90.92668631292317,39.85562481487603,7.384146053212011,11.71014169998785,9.300649013738578,0.47695194162282006,-1.383881903611802,0.0031578678955234696
3,388.6565597668541,255.374775672901,39.08499337049347,49.14335134277959,36.58234847310924,2.991776287761839,7.384146053212011,11.71014169998785,-0.5308689703144421,-1.0283758508875995,-0.6744385817571475
4,617.4093248692509,388.6565597668541,54.87538249745487,39.08499337049347,39.69391225411765,3.310047273882836,2.991776287761839,7.384146053212011,-0.7646185200581439,0.14334898023876808,-0.5470885484651831
5,726.5720883733127,617.4093248692509,57.05642643623084,54.87538249745487,44.47754543162393,1.630755809478879,3.310047273882836,2.991776287761839,-0.6446652177412833,0.8317159386773904,-0.27559150195674836
6,834.6675325247884,726.5720883733127,56.36257184051013,57.05642643623084,41.64485529568965,1.948834563910925,1.630755809478879,3.310047273882836,-0.633867245171625,1.2950698857381175,-0.14631236598061315
7,1039.041659942549,834.6675325247884,43.83197608383835,56.36257184051013,60.17181798305084,8.731365928373553,1.948834563910925,1.630755809478879,-0.10547494411224108,2.316017722528036,0.5242927307530032
8,1010.689914335365,1039.041659942549,73.42158572394919,43.83197608383835,58.25027137747036,12.92839794306261,8.731365928373553,1.948834563910925,1.0095891783521662,2.790244061815929,1.500593236420089
9,808.0357695371104,1010.689914335365,102.9228598383827,73.42158572394919,66.39936056629834,14.63264471264772,12.92839794306261,8.731365928373553,2.4038651235775674,1.5314457876669354,2.237691332214639
10,440.2588983790715,808.0357695371104,80.4451938730816,102.9228598383827,55.37030010909091,10.98682940243085,14.63264471264772,12.92839794306261,2.1789826020282073,-0.3365395393555319,1.5778717697242841
11,495.5437259893804,440.2588983790715,138.7558097521052,80.4451938730816,74.10796237225274,5.636193568219791,10.98682940243085,14.63264471264772,2.0517766668779958,-1.122769907021848,1.2752691349212628
12,342.5396343320442,495.5437259893804,65.9073302188701,138.7558097521052,62.86654824999999,2.81570439874988,5.636193568219791,10.98682940243085,0.9222848760268492,-1.6153357721923551,0.2831489284348993
13,302.6646255579216,342.5396343320442,69.83656143653403,65.9073302188701,56.67055375,2.824778695366213,2.81570439874988,5.636193568219791,-0.3697800830972859,-0.917670839143792,-0.5223752154438165
14,556.5733581292537,302.6646255579216,68.80444669921792,69.83656143653403,55.33018185714286,0.3119858779353676,2.824778695366213,2.81570439874988,-0.6676943634907802,-0.3915603691099018,-0.6127067358718505
