,CachoVerdeHa,CachoVerdeHa_1,CachoMaduroHa,CachoMaduroHa_1,ProducaoTon,AnteseHa_4,AnteseHa_5,AnteseHa_6,Fator 1,Fator 2,Rank
0,392.4393580780068,747.4877518219731,112.457841274731,90.29974443206277,57.36525345532995,9.300649013738578,6.808988895350503,5.803541618294837,1.3961268842778731,-0.026862240357305164,1.0602850156226198
1,310.4557357393778,392.4393580780068,90.92668631292317,112.457841274731,54.78632684837545,11.71014169998785,9.300649013738578,6.808988895350503,1.377877449339928,-1.0486388981677544,0.7794538526457369
2,255.374775672901,310.4557357393778,49.14335134277959,90.92668631292317,39.85562481487603,7.384146053212011,11.71014169998785,9.300649013738578,0.47695194162282356,-1.3838819036118002,0.0031578678955267447
3,388.6565597668541,255.374775672901,39.08499337049347,49.14335134277959,36.58234847310924,2.991776287761839,7.384146053212011,11.71014169998785,-0.5308689703144394,-1.0283758508876013,-0.6744385817571457
4,617.4093248692509,388.6565597668541,54.87538249745487,39.08499337049347,39.69391225411765,3.310047273882836,2.991776287761839,7.384146053212011,-0.7646185200581438,0.14334898023876552,-0.5470885484651837
5,726.5720883733127,617.4093248692509,57.05642643623084,54.87538249745487,44.47754543162393,1.630755809478879,3.310047273882836,2.991776287761839,-0.6446652177412848,0.8317159386773879,-0.2755915019567503
6,834.6675325247884,726.5720883733127,56.36257184051013,57.05642643623084,41.64485529568965,1.948834563910925,1.630755809478879,3.310047273882836,-0.6338672451716281,1.2950698857381147,-0.14631236598061642
7,1039.041659942549,834.6675325247884,43.83197608383835,56.36257184051013,60.17181798305084,8.731365928373553,1.948834563910925,1.630755809478879,-0.10547494411224673,2.3160177225280356,0.5242927307529986
8,1010.689914335365,1039.041659942549,73.42158572394919,43.83197608383835,58.25027137747036,12.92839794306261,8.731365928373553,1.948834563910925,1.00958917835216,2.7902440618159328,1.5005932364200847
9,808.0357695371104,1010.689914335365,102.9228598383827,73.42158572394919,66.39936056629834,14.63264471264772,12.92839794306261,8.731365928373553,2.403865123577564,1.5314457876669436,2.2376913322146375
10,440.2588983790715,808.0357695371104,80.4451938730816,102.9228598383827,55.37030010909091,10.98682940243085,14.63264471264772,12.92839794306261,2.1789826020282077,-0.33653953935552494,1.5778717697242863
11,495.5437259893804,440.2588983790715,138.7558097521052,80.4451938730816,74.10796237225274,5.636193568219791,10.98682940243085,14.63264471264772,2.051776666877999,-1.1227699070218404,1.2752691349212673
12,342.5396343320442,495.5437259893804,65.9073302188701,138.7558097521052,62.86654824999999,2.81570439874988,5.636193568219791,10.98682940243085,0.9222848760268518,-1.615335772192352,0.2831489284349023
13,302.6646255579216,342.5396343320442,69.83656143653403,65.9073302188701,56.67055375,2.824778695366213,2.81570439874988,5.636193568219791,-0.3697800830972838,-0.9176708391437932,-0.5223752154438152
14,556.5733581292537,302.6646255579216,68.80444669921792,69.83656143653403,55.33018185714286,0.3119858779353676,2.824778695366213,2.81570439874988,-0.6676943634907786,-0.39156036910990355,-0.6127067358718499
15,623.4463216985969,556.5733581292537,83.33019761763369,68.80444669921792,59.88963038333333,3.946774443851871,0.3119858779353676,2.824778695366213,-0.17400333455889172,0.41214178405595436,-0.025372673117020517
16,513.7513335704125,623.4463216985969,57.17816500711238,83.33019761763369,59.91420021790541,2.907062921433244,3.946774443851871,0.3119858779353676,-0.24976911619584163,0.23289755776613158,-0.13011073385878477
17,490.0922718187874,513.7513335704125,50.52831445702865,57.17816500711238,61.3936439949367,0.0,2.907062921433244,3.946774443851871,-0.710579752621136,-0.10067071724130354,-0.5695133839473794
18,518.76127411805,490.0922718187874,54.7768010046809,50.52831445702865,60.04252852711497,11.6129160857549,0.0,2.907062921433244,-0.27568969937664084,0.6032475098773584,-0.05319384632491708
